,content,sentiment
984,Setelah di update ke versi 2.32/terbaru aplikasi ny tambah berat dan tidak bisa masuk...bkn tambh lancar malah tambah lemot....,-1
548,Brmacam2 alasan yg di berikan saat ingin login katanya jaringan padahal jaringan aman2 sja atau pemberitahuannya pengguna mengubah atau menghapus kredensial autentikasinya atau pemberitahuannya ini sdh di pake oleh akun lain. Capek gak sihhh pemberitahuannya jg gak konsisten jadi bikin membingungkan mohon d tindak lanjuti agar aplikasi ini lebih memudahkan lagi 🙏,-1
405,"Puluhan kali hapus sudah ni aplikasi ... Kalau memang gak bisa tolong lah kebijakan supaya di tunda dulu aplikasinya belum siap ... Banyak operator sirekap yg kebingungan dg gak bisa login belum lagi TPS yg memang jaringan nya gak bisa buka ini aplikasi ... Sudah berat, kamera nya lambat fokus ...",-1
597,"Error terus..untuk urusan negara mbok ya buat aplikasi yg paten. Kalo gak mampu buat,beli dgn pengembang yg berpengalaman. Apk game yg berat aja lancar jaya..lha ini cuma scan foto aja kok sering log out sendiri... Sedihhh...",-1
995,"aplikasinya tidak membantu sama sekali, justru mempersulit orang,, ketika sudah diupdate jadi susah login kembali.. tolong diperbaiki kembali",-1
822,"Aplikasi diupdate malah ga bisa login mending buat aplikasi yang bagus dulu baru di gunakan, bukan aplikasi abal abal langsung dipasarkan. Anggaran besar cuma dapat aplikasi abal abal.",-1
318,Sangat di sayangkan padahal aplikasi sirekap udah bagus membantu mempercepat rekapitulasi perhitungan suara tapi kenapa saat mau login susah sekali itu yg di sayangkanya padahal udah bermanfaat dan membantu banget bagi operator sirekap,-1
775,"Setelah di update malah ga bisa log in, padahal user dan paswordnya sudah betul. Dapat wa lgi dari klu data sudah ok, tetap saja tidak bisa log in.",-1
726,"mengapa aplikasinya susah banget diakses,,login susah kalau benar dibutuhkan buat pemilu,dipermudah dong loginnya,jgn salahkan jaringan,urusan KPPS sudah ribet,jgn dibuat ribet lagi dengan login ke aplikasi",-1
369,"Kecewa sih. Pemilu tinggal hitungan hari, apk masih harus upgrade terus,tiap upgrade login tapi selalu gagal. Aneh sebenarnya, harusnya jika ada digitalisasi dalam pemilu apk dipersiapkan jauh""hari. Ini malah tinggal hitungan hari tapi masih belum jelas.",-1
840,"Sudah berulang kali instal ulang apk tetap gak bisa login, gagal selalu inisialisasi aplikasi terus, Coba bukan program pemerintah gak bakal mau download nih apk, bikin susah aja bikin boros qouta aja. 😓 ujung-unjungnya HP kita yg eror. Tolong!!!",-1
717,Susah banget buat login dg alasan gagal menerima sertifikat digital.. . Harusnya jika aplikasi ini ramah menyimpan harus diperkecil dan usahakan jika dia butuh ruang yg besar harusnya bisa dibuka via laptop,-1
845,"Kenapa habis diupdate versi terbaru jadi tidak bisa login? Tulisannya perangkat sudah teregriatasi dengan akun lain.. Padahal, yg dimasukan akun yg sama sebelum diupdate..",-1
773,"Tingkatkan kembali dalam proses loading ke dalam sistem operasi sirekap karena saat masuk ke server lama sekali, jadi yang perlu ditingkatkan 1. Server penambahan ruang penyimpanan 2. Update aplikasi sirekap setelah naikkan kecepatan server dan menambah ruang penyimpanan memori website. Semoga membantu komentar ini membantu semua yang kendala yang ada. Terimakasih😌",1
27,"Adanya apk untuk mempermudah dalam proses nya nanti, tapi kalau di awal aja udah begini, banyak eror, sistem enggak jalan. Yo buat apa, tolong untuk aplikasi nya disiapkan lebih matang tahun depan. Bintang 3 dulu, nanti semisal apknya ada peningkatan rate ulang.",0
599,"sudah update,sudah coba hapus cache juga ketika gagal, seharian ampe semalem gak merem hasilnya jam 3 pagi malah gagal mendapat serifikat digital.. lalu coba hapus apl, lalu unduh lg dan coba masuk seperti pertama kali masuk gagal lg,hapus cache lg pakai password yg di ganti jg sama hasilnya gagal mendapat sertifikat digital.. lapor kpps desa jawabnya suruh coba lg nanti kalo pas waktu senggang siapa tau overload server, tapi ini bukan masalah jaringan... ini akun nya yg gagal trs, nyusahin ah",-1
739,"Username password sudah sesuai yang d daftarkan ,Tapi pas log.in invalid Mulu , d chat lewat email gak ada respon sama sekali, Gimana nih aplikasi? , petugas kpps (sirekap) d tuntut untuk pakai aplikasi ini sedangkan app banyak ERROR NYA , hmm PEMILU UDAH DEKAT TAPI APLIKASI NYA KEK GINI.!!!!",-1
890,"Peng update tan aplikasi sdh beberapa kali terjadi yg menyebabkan setelah login hrus keluar lgi pas mau login kembali jdi susah. Klau bisa pak bu aplikasi in dibiarkan nnti versi yg benar"" Fiks bru disuruh download utk uji coba x silahkan diuji di pusat krn kasian teman"" KPPS yg bolak balik download sdh menghabiskan waktu dan kuota😴",-1
721,Kenapa aplikasi tdk bisa utk inisialisasi dan sidik jari padahal sdh update dan tdk bisa masuk login. Aplikasi sirekap dear: developer sudah siapkah sbgai media transfer ini kenapa masih blm bisa masuk login sedangkan pemilu 14 feb ? se-Indonesia lho ..,-1
879,"Tolong di perbaiki lagi servernya🙏🏿 waktu uji coba pertama udah bisa login. sekarang belum bisa login padahal sudah dekat pemilu , jangan nanti kita yang KPPS jadi kerja double hanya gara"" apk ini 🙏🏿",0
796,"Setelah aplikasinya di update malah uda nggak bisa login, Passoword dan email salah padahal uda pake email password yg sesuai.. Tolong lebih di perhatikan lagi aplikasinya",-1
534,"Sebenarnya sih bagus aplikasinya... Yag aneh disini adalah,, setiap update, semua data(akun+pswd) selalu ikut kena reset. Alhasil harus mengulang dari awal lg, nunggu WA lg, verifikasi lg dst lg.. kena update, mengulang seperti itu lg.",1
379,"Kalau tidak siap digitalisasi, tidak usah memaksakan. Kalau sekala Nasional begini server diuji jauh-jauh bulan dengan diuji beberapa kali. Baru menjelang 1 bulan menuju Pemilu diuji kembali, dikasih fitur logout bertujuan kalau hp yang dipakai trouble bisa pindah hp lain.",-1
224,Aplikasi Yang membagongkan. Tidak bisa login bolak balik di coba. Sampai kapan ini. Aplikasi awal sebelum di upgrade bisa masuk . Setelah unisntall malah kayak gini.... Padahal pemilu kurang 10 hari lagi. Kok gak siap aplikasi..... Semoga segera terasi. Kalau sudah bisa semua saya akan kasih bitang 10😅😅😅😂,-1
491,Aplikasi mengadi Ngadi... Cara jadul lebih masuk akal. Kalau data Rekapitulasi nya ada dua (digital dan manual) apabila terjadi kesalahan dari salahsatu cara tersebut yg di percaya yg mana ? Serius sy nanya.... Sedangkan potensi perbedaan (Digital dan manual) itu pasti terjadi..,-1
589,"Mengecewakan, kkps dibikin ribet aplikasi yg tidak relevan, pemungutan dan penghitungan suara saja bisa 24 jam, ditambah aplikasi yg login saja susah, dari tgl 2 sampe sekarang tgl 4 belum bisa login, Minta tolong jangan dipersulit login, udah isi quota full un masih belum bisa login",0
462,"aplikasinya belum siap luncur tapi ""dipaksa"" di gunakan, bukanya mempermudah tapi menguji kesabaran padahal belum hari H sudah banyak kendala, apalagi nanti ketika hari H yg sudah jelas akan di akses banyak pengguna. seharusnya lebih di matengkan lagi penggunaan aplikasinya uji coba jauh hari, sudah dekat hari pemilihan tapi login saja belum bisa. huhu",-1
664,"Loadingnya lama bngt, padahal jaringan baik baik aja, Aplikasi mempersulit, ketika proses uplod tidak jelas, lebih baik kalau belum siap pakai digital jangan memaksakan, malah jadi mempersulit, input untuk dprd prov sudah makan waktu 4 jam",-1
484,"Cara masuk ke apk ini untuk awal gak cukup 1 kali itupun ketika masuk selalu gagal di inisialisai aplikasi, saran untuk mempermudah penggunaan login cukup 1 kali saja langsung dapat masuk ke menu utama. Kalau seperti ini terus ini akan menghambat pekerjaan dalam TPS yang seharusnya bisa selsai cepat agar KPPS dapat istirahat malah di pusingkan dengan apk ini. Tolong di perbaiki dan di permudah akan tetapi keamana sistem perlu di perhatikan juga",1
751,"Aplikasi sangat jelek, udah di buka sesuai perintah, eee pas mau foto malah kembali sendiri ke layar awal.. Bikin pusing aja ni aplikasi,.",-1
557,"Ceritanya digitalisasi tapi malah merepotkan, dari pusat mintanya seperti apa harusnya di sosialisasikan dahulu ke daerah dengan benar dan detail sehingga kita anggota ketika mengalami trouble dan meminta bantuan, pihak daerah bisa mengatasi dan mempunyai solusi. Ini anggota punya trouble login namun dari daerah cuma jawab bersabar dan jangan putus asa untuk mencoba login terus. Klo gini caranya malah membuat putus asa. Terimakasih",-1
928,"Parah sekali. Aplikasi untuk keperluan demokrasi tapi kualitas malah begini, kendala ada dimna mana, gak bisa login lah, gak bisa scan lah.. Kacau, uang anggaran kemana?? di kor-",-1
964,Aplikasi milik pemerintah tapi tampilan UI nya kayak anak sd lagi belajar program. Ini negara besar loh. Liat tu aplikasi swasta pada bagus2 masak kalah sama swasta. Makanya rekrutmen programer itu yg bener jangan sesuai permintaan org dalam.,-1
872,"Tolong dong apk ny di perbaiki lagi, ini tinggal menghitung hari lagi , masak aplikasi belum bisa juga di buka, kita sirekap musti pelajari dulu kan, bukan langsung buka terus praktek apa enggak keder,,,",-1
711,"Apk abal² banyak alasan ini itu lah padahal kesalahan dari sana nya,kalo belum siap jangan di luncurkan dahulu setidak nya rilis yg beta untuk uji coba,ini diakses aja ga bisa,malahan ada update an nya,hapus aja dari pada bikin beban di hari H",-1
333,"Saya kira ini utk mempermudah dlm pengisian penghitungan suara. Tapi ternyata sekarang malah seperti mempersulit saya. Saya sudah meng-upgrade semua yg dimintakan, tetapi tetap saja tidak bisa masuk..",-1
792,"Terus gagal mendapatkan kunci digital. Tolong dong developer diperbaiki lagi tingkat maksimal kegunaan aplikasinya, masak pemilu udah dekat malah gabisa dipake?",-1
749,"Sebenarnya emang bener pake aplikasi ini membuat program dengan sesuai kebutuhan, karena di awal sudah bisa digunakan, malah tiba-tiba saja tidak bisa login, padahal username dan password sdh baik dan benar",0
817,"udah lebih dari cukup sih ini, dan juga tambahin fitur scan dari gallery agar lebih enak kalo semisal camera hp yg terdaftar sirekap buram bisa minta foto yg bagus dari Iphone trus di scan dari gallery",0
102,"Dipersiapkan kembali software yang matang. Sehingga tidak membingungkan admin tiap tps Banyak eror yang terjadi, log in tidak bisa entah karena apa Hampir semua mengalami kendala yang sama. H-10 software masih tidak sesuai dengan bayangan teknis Semoga cepat diperbaiki kembali demi kelancaran pemilu nanti",-1
357,"Aplikasinya tidak bisa autentivikasi, trs daftarnya sukit juga, banyak ketentuannya, dan ndk tau gimana, padahal udah mau pemilu tapi apk.nya belum siap, trs apakah bisa menjamin pas hari H servernya bisa masuk semua di sirekap? Mengingat pelaporannya online dan banyak penggunanya",-1
400,Aplikasi macam apa ini ... Bagus jaringan tapi selalu gagal login ..bukannya mempermudah pemilu 2024 malah mempersulit .. Update nya juga terlalu banyak.. Untuk baik kalo gak error pas tanggal 14 februari 2024 nanti ...,-1
785,Lebih baik ukuran MB APP diperbesar dari pada kecil tidak bisa di pakai. Dan kalo boleh saya berkomentar lagi server mohon di perbaiki atau di perbesar agar ujung tombak KPU ( Kelompok Penyelenggara Pemungutan Suaran (KPPS) ) bisa berkerja dengan maksimal,-1
946,Udah mulai login dari tanggal 31 Jan tapi belum bisa login sampe sekarang. Padahal username dan password sesuai yang dikirimkan😑.tolong lah aplikasinya diperbaiki lagi.,-1
130,"Tolong untuk sensor mendeteksi foto scanya di perbaiki pak, soalnya sering gagal terus... Terus ulangi foto, misalkan gini terus alamat pak foto ulang terus gak masuk masuk... Halaman ajah untuk terdeteksi bisa lebih 10x pak, padahal jaringan sudah bagus.",-1
441,"Tolonglah developer aplikasi milik negara jika menyiapkan aplikasi bisa dari setahun yg lalu agar tidak banyak kendala yang bukannya memudahkan melainkan menambah kesulitan masyarakat khususnya yang tergabung dalam KPPS, teruntuk KPU RI untuk bisa belajar dari pengalaman karena untuk aplikasi siRekap ini diakses oleh siRekap 1 dan 2 seluruh Indonesia, minimal bisa sewa server yang memiliki daya tampung mumpuni untuk pemilu.",-1
422,"Aplikasi yang terlalu di paksakan untuk di gunakan, menyusahkan anggota KPPS, untuk Login aja susah, setelah bisa login, aplikasi di uji coba, gak bisa proses gambar, kualitas kamera yang di gunakan juga jelek, hasil kurang jelas!!!",-1
331,"Sebaiknya sebelum naik ke production di automation testing dulu pakai UI Testing, Unit Testing , Integration testing, serta melewati QA Tester manual juga, serta pengujian performa aplikasi. Sehingga harapannya dapat meminimalisir bug ketika rilis dan rating nya tinggi. Kemudian untuk handler error sebaiknya menggunakan toast / snackbar yang mudah dimengerti orang awam. Karena UI nya masih pakai default message response API dari Backend, sehingga hanya dapat dimengerti oleh sesama programmer.",1
744,"Terjadi kesalahan saat melakukan inisialisasi aplikasi, coba di perbaiki aplikasi soalnya pemilahan so mulai dekat, saya login tapi gagal mendapatkan sertifikat digital. Mohon bantuannya🙏",-1
938,"saran nih min, sedia in fitur saat inisialisasi selain fitur sidik jari, jadi bagi yang tidak bisa sidik jari bisa langsung ke pilihan fitur lainnya",-1
968,"username dan password salah , padahal password nya sudah bener Bukan mempermudah malah mempersulit anggota kpps, 10 hari lagi aplikasi harus digunakan tapi kendala tidak ada pemecahan, aplikasi belum siap 100%",-1
635,"Habis update ke versi terbaru kok jadi gagal login yaa padahal username dan password udah bener, tapi pesan gagal nya username dan password salah, sebelum update aplikasi nya berhasil login, apakah harus aktivasi lagi?, Pemilu tinggal menghitung hari jika permasalahan ini belum selesai bisa blabakan ntar pas d hari H nya 😐",-1
766,"Kecewa banget saya udah login berulang-ulang tapi tetap username dan pasword invalid padahal saya udah benar memasukkan username dan password nya, tapi tetap saja tidak bisa gimana ini, bentar lagi udah mau pemilu, tolong donk kirim ulang password yang baru agar saya bisa login",-1
886,Mohon di perbaiki sistem aplikasinya.kami SDH dapat username beserta password namun ketika memasukkannya yang ad hanya jadi invalid 🙏.Waktu pemilu sudah dekat!,-1
702,Aplikasi belum layak pakai 100% jangankan update data untuk sekedar login saja banyak gangguan selalu maintenance perbaikan padahal tinggal bbrapa hari lagi seharusnya ini sudah tidak ada kendala lagi jgn nanti pas hari H masih begini bisa jadi repot khusunya bagian pemegang sirekap..mohon untuk di perbaiki secara total sesingkatnya ini bukan tentang apk mainan..trmksh,-1
481,"Ini pertaruhan karena menyangkut kredibilitas bangsa, karena harus di akses TPS se Indonesia yg jumlahnya mungkin 800 ribuan dalam sehari, jadi waktu hari H semoga sukses, dan masukan untuk aplikasi ketika ambil foto ketika kirim sesi habis, ini di versi 2.30, sedangkan di versi 2.32 malah gak bisa login sama sekali, terima kasih",-1
579,"Aplikasi kurang siap, skrng malah ga bisa login, username dan password invalid, padahal udah sesuai.. jaringan udah ok. Gimana nanti pada hari H, padahal skrng baru simulasi😅😅😅 Mohon ditingkatkan lagi aplikasinya. Terima kasih",-1
105,"Untuk menu kamera,, kamera yg digunakan itu hanya kamera ultra wide,, jadi hasilnya sedikit buram dan juga hasilnya distorsi. Tolong di perbarui lagi atau sediakan opsi untuk kamera wide biasa supaya gambar lebih jelas. device sony xperia 1",-1
847,Submit terus. Padahal perangkat sudah PIN dan Finger. Nurutin langkah2 juga sudah. Nyoba berulang x sampai tak terhitung tapi tetap gabisa,-1
917,"Aplikasi gk bisa login, kiranya kalo belum siap tolong jangan di paksakan apalagi untuk saat ini sudah mendekati hari pemilihan, jika pun sudah siap tolong untuk dipercepat dan di permudah untuk mengaksesnya",-1
512,Setelah pembaruan aplikasi makin sulit untuk log in. Username sma password selalu salah. Padahal juga itu password dan username nya. Ayo lah kalo bikin aplikasi seharusnya di teliti dulu. Sudah layak apa belum .... bukannya lebih mudah malah lebih ribet,-1
572,"Kalau aplikasinya blm siap dengan baik besok 5 taun lg aja pakenya, disiapkan yang betul betul. Buat login aja susah, apalagi besok kalau buat 1 indonesia raya akses, kami yang dilapangan ini yang bingung kalau servernya blm mendukung dengan baik. Makasih.",-1
706,"Apk terlalu memaksa,, blm siap digunakan malah bikin pusing pengguna . Hanya utk log in aja butuh waktu berhari2 itupun invalid. Padahal jaringan & versi android sudah sangat mendukung lho. Utk vendor segera diperbaikin dong PEMILU udh dekat waktunya lho.",-1
644,"Pertama saya download dg versi 2.30 kemudian login dan berhasil. 2 hari kemudian aplikasi nya minta update versi 2.30+++ dan malah ga bisa login, iki piee??? Come on urusan gua bukan cuma ngurusin ni aplikasi. Segera perbaiki dong, capek aing and my friend. Kalo kayak gni pemilu berikutnya ga ada yg mau megang sirekap, ribettt dan pendapatan nya malah sama seperti anggota yang lain.",-1
621,"Setelah di update malah gabisa login sama sekali, invalid username atau password mulu, padahal udh masukin yg sebenernya masih aja gabisa, mana bentar lagi pemilu nya tapi aplikasi nya masih belum matang",-1
926,"Upload foto C hasil simulasi proses nya lama sekaliiii dari siang sampai malam masih dengan keterangan ""gambar yang anda kirim belum selesai di proses, harap tunggu beberapa saat"". Bagaimanaaa iniii",-1
784,"Pemilu tinggal berapa hari lagi, mbok ya yg serius gitu kalo harus menggunakan aplikasi. Jangan dikit2 versi baru dikit2 versi baru, kasihan pak/bu yg tidak bisa login kembali. Tolong segera di benahi, jangan sampai laporan nanti tidak tersampaikan hanya karena tidak bisa login",-1
762,"Aplikasi buruk, error' terus , harusnya aplikasinya disiapkan jauh-jauh hari, giliran udah mepet gini malah error', bukannya mempermudah tapi malah mempersulit. Niat gak sihh",-1
215,"saat saya menggunakan apk nya untuk simulasi, kamera hp saya hasil nya gelap untuk foto C hasil.. tapi saat di menu kelola daftar hadir, kelola tanda terima & kejadian khusus, kameranya normal jadi terang lagi.. mohon solusi nya.. 🙏🏻",0
914,Kl aktivasi aja Uda susah apalagi nanti dalam pengaplikasiannya dimana butuh jaringan stabil dan upload dokumen yg banyak. Servernya mungkin ga stabil pada saat penggunaan di hari H,-1
423,"sebenarnya saya nggk pernah memberi bintang aplikasi , tapi kali ini aplikasi nya memang agak kurang persiapan, diman sudah tanggal segini aplikasi saya tidak bisa di buka setelah hp pembaharuan OS , harusnya aplikasi yang mengikuti update an hp, bukan hp yang harus menurunkan standarnya supaya nggak update dlu sebelum hari H,. sampai sekarang setelah update OS tadi aplikasi saya tidak bisa dibuka, mohon di periksa dan cek sistem lagi min, supaya yang update update otomatis begini ada solusinya,",-1
458,"Belum Masalah2 di Sirekap belum lagi Ada masalah di HP sendiri, jaringan tidak ada atau apalah. Penggunaan seharusnya di ujicobakan 1-3 bln clear semua baru tayang terus Update Tapi Gak ada solusinya.",-1
770,"Tolong lah,kalo aplikasinya belum 100% normal jangan di rilis dulu.memasukan data yang padahal sudah benar dan tepat malah invalid username,jangan sampai ini menjadi sebuah penghambat saat hari H nantinya.",-1
996,"Aplikasinya aneh , mintak di update , setelah di update tiba2 udah gak bisa login lagi , katanya username sama sandi salah , aneh",-1
409,"Pada saat log in udah input semua pass baru sudah sidik jari juga tapi setelah loading lama malah error time out, dan akhirnya ketika log in lagi pake pass baru malah invalid user dan pass, jadi aku harus bagaimana pa/bu. Tolong solusinya",-1
932,"Sebagian besar mengalami hal yang sama , ketika aplikasi tidak bisa buat log in , sedangkan waktu sudah mepet , pelaksanaan tinggal menghitung hari , aplikasi macam apa ini dibuat tapi buat log in aja susah",-1
587,"Menguji kesabaran banget aplikasinya. Susah sekali buat login. Giliran sudah bisa hari ini, besoknya dicoba login lagi sudah tidak bisa lagi. Gimana nanti kalau pas hari H seperti itu? Bukan mempermudah dan mempercepat tapi malah sebaliknya.",-1
244,Aplikasinya msh banyak kesalahan pada saat login dan pada saat mengupload datanya. Tolong segera di perbaiki secepatnya!! Mengingat pemilu sebentar lagi. Jangan sampai pad pemilu aplikasinya yang gak lancar yg di salahkan sirekapnya.,-1
971,Sudah di klik link aktivasi yang dikirim melalui wa tetapi username dan password belum juga di kirim bagaimana bisa login padahal di video tutorial nya setelah di klik link aktivasi nya langsung keluar wa masuk untuk username dan password,-1
976,Kecewa pas update tidak bisa login kembali.. ada keterangan invalid padahal di versi sebelumnya saya sudah masuk.... mohon segera di perbaiki 🙏 pemilu tinggal menghitung hari...,-1
9,"Aplikasi belum layak untuk dioperasikan 1.bisa dilihat dari komenan kawan2,pas unggah selalu logout sendiri. 2.kualitas gambar,bukan kesalah spek android,camera saat poto biasa jernih dan fokus,diaplikasi ini hasil poto buram dan tidak dapat difokuskan secara manual,mungkin mengingat kualitas gambar HD memakan penyimpanan besar mungkin,tapi ini kualitasnya buram,terlalu kecil,tolong perbaiki secepatnya,!!!",-1
816,"Niatnya biar memudahkan, malah yang ada bisa nambah kerjaan menyulitkan. Server sering down, akun gonta ganti. Apalagi pas hari pencoblosan bisa2 aplikasi dan server down hadeeeh",-1
158,"Melihat dari ulasan teman-teman sebelumnya sepertinya yang dikeluhkan sama, aplikasi belum berjalan dengan sempurna. Dapat whatsapp resmi dari kpu untuk akses login ke aplikasi dan di suruh mengganti pasword dengan pasword yang baru dan update aplikasi, tetapi malah tidak bisa login, tolong developer diperbaiki secepatnya",-1
863,"Lucu aplikasinya. Udah berhasil login . Pas digunakan malah keluar sendiri, terus pas mau login username dan password salah mulu, padahal udah sesuai dengan yang sebelumnya 🤣",-1
832,"Aplikasi gak jelas, ini pemilu tinggal bbrp hari saja, kok malak ada upadate terbaru, bukanya tambah baik malah tambah ancur, login tidak bisa malah dikira passwordnya yang salah, pdhl udah benar penulisanya, kalo niat buat aplikasi untuk kelancaran pemilu buat yang serius jangan main"" awur""an , takutnya nanti bukan mempercepat malah meperlambat, wes mbohhh aturennn",-1
778,"Ijin bertanya, sudah bisa login, sudah inisialisasi. terus niat hati ikutin kata PPS buat hapus data (mungkin biar enteng) eh malah error. bisa login tapi inisialisasi gagal terus, ini SOLUSInya gimana ya? 🙏🏻🥲",-1
903,"Terlalu memaksa untuk digunakan, kalo belum siap digunakan mending gak usah di munculin aplikasi kayak gini, server sering down, nanti pada saat digunakan di pemilu server down kan malah bikin ribet",-1
868,Saya telah install tapi buat log in saja tidak bisa bahkan dikatakan tidak terhubung ke internet padahal untuk membuka aplikasi lain tidak ada masalah. Bagaimana nanti di hari H dimana kita butuh aplikasi ini untuk upload hasil pemilihan. Untuk team IT tolong dibenahi sebelum hari H. Selagi masih ada waktu,-1
270,Aplikasi ini sebaiknya di kembangkan dan tingkatkan lagi pada saat autentikasi digital jangan hanya mengandalkan sidik jari saja tidak semua Smartphone tersedia untuk fitur sidik jari. Untuk mencegah gagalnya autentikasi digital bisa menggunakan fitur keamanan wajah dll.,-1
852,"Tidak bisa login, Timeout! Bagaimana nanti waktu hari H hal seperti ini terjadi? Tolong diperbaiki kembali jangan sampai gara2 aplikasi yang belum sempurna pekerjaan kita jadi terhambat sehingga menjadi berantakan. Sementara mohon maaf saya kasih 🌟🌟 saja dulu. Terimakasih",-1
690,"Aplikasinya buruk sekali bahkan bintang 1 pun gak berhak dikasih, pemilu sebentar lagi tapi aplikasinya eror mulu alasannya satu Indonesia yg buka gimana nanti pas hari H. invalid username or password padahal dah dimasukkan yang bener fitur buat forgot passwordnya gak ada, kalau apk nya belom siap ya gak usah dipakai!",-1
839,"Belum siap digitalisasi terlalu dipaksakan, yang niatnya ini aplikasi untuk alat bantu,malah jadi mempersulit pekerjaan, gimana bisa masuk untuk inisialisasi saja time out terus, agak lawak emang",-1
397,"Saya pikir cuma saya saja yg mendapat keluhan, sudah login pas waktu inisilisasi malah nyangkut Ndak Ndak bisa. Padahal hpnya sudah sesuai jaringan nya sudah sesuai. Tp tetep Ndak bisa. Ini sampe bingung. Ternyata banyak yg sama keluhan nya.",-1
967,"Kendalanya setelah login & masuk kembali ke aplikasi ini , langsung tidak bisa & minta password & username lagi setelah di klik padahal sudah sama , ada pemberitahuan username salah , jadi kalau hari-H tetap kayak begini gimana??",-1
844,"Sudah h-9 tetapi aplikasi masih belum stabil. Seharusnya dengan waktu dan dana yang mumpuni, kpu bisa menyediakan aplikasi yang lebih baik dan memudahkan penggunaan sirekap demi mensukseskan pemilu 2024",-1
545,"Aplikasi logout sendiri & ketika mau login lagi tidak bisa.. padahal sebelumnya bisa login normal dengan password yg sama, nah skrg jadi tidak bisa padahal username password sudah sesuai..",-1
795,"Untuk yg tidak bisa login dengan alasan ""*cannot create signer: user not authenticated*"" mudah kok caranya hapus data dan cache aplikasi sirekap 2024, setelah itu rubah keamanan layar dengan pin saja, setelah itu restart hp dan setelah hp on lagi coba masuk dengan cara normal, jika masih terdapat proses inisialisasi sedang berlangsung tunggu hingga selesai akhirnya anda sekalian bisa tenang ga panik oke sekian otak Atik dewe matuk dari saya",1
185,"Kalo mau digitalisasi min tes uji coba setahun sblm bukan bbrp minggu sblm, mau login berkali"" selalu gagal udah masuk banyak eror data gak kebacalah, saat kirim data force close, entar dilapangan malah nyalahin pengguna padahal develop nya yang gak bener, niat mempermudah malah makin susah",-1
110,"Sampai saat ini hanya bisa masuk menu awal. Proses inisiasi dan aktivasi belum juga masuk. Jika error karena jaringan internet, seharusnya saat menggunakan WiFi proses aktivasi dapat lebih cepat. Jika karena OS gawai yang tidak mendukung dari keterangan aplikasi bisa digunakan dari OS Android 7.0 sampai yang terbaru. Sangat menghambat proses pengenalan dan tata cara penggunaan aplikasi jika sampai saat ini belum bisa digunakan sedangkan waktu mulai terbatas.",-1
929,"Mungkin bayaran pengembang aplikasi ini kurang dari yg diharapkan, banyak error - full error dimana². Aplikasi sekelas pemerintah masih begini. 🤣🤣",-1
899,"Pakai hp ram 8gb, free space 80gb, jaringan wifi lancar, masih juga susah inisialisasi... Perbaiki server + apk nya, lebih2 nanti pas hari H akan diakses oleh ribuan petugas kpps seluruh Indonesia",-1
982,"Ntah kenapa mau login bener"" gak bisa, ini nih, yang bikin nanti pas belajar si rekap membuang"" waktu Harusnya kalo niat pakai aplikasi ini, udah di buat lama, ini bener"" kek baru kmren buatnya, sangat tidak siap Pliss, jangan buat anggota kpps makin pusing dong ..",-1
553,"Pengembang payah, semua masalah yg di alami sama ""gagal mendapat kunci digital"", 5 tahun ini kemana aja, mana hasilnya?, masa iya kalah sm aplikasi recehan yang lain, ini apl penting lho. Hadeh",-1
620,"Masih banyak kekurangan yang perlu di perbaiki pada aplikasi sirekap, hal pertama untuk proses log in dan inisialisasi saja susah, jaringan data ataupun wifi masih tetap eror, apalagi nanti pada hari H dimana aplikasi dipergunakan secara serentak se Indonesia? Terima kasih",-1
904,"mohon ditingkatkan lagi servernya, sudah berapa jam nyoba buat masuk inisialisasi tapi time out terus, masalahnya pemilihan udah tinggal beberapa hari lagi, tolonglah.",-1
892,"Apresiasi untuk pengembang Apknya, Tapi jujur sj kalau mau dipaksakan ini sangat-sangat TIDAK membantu/menolong pengguna. Hari Pemilu sudah smkin dekat dan aplikasi masih belum layak digunakan (sampai saat ini login masih susah, instal, un-instal, instal dll sesuai petunjuk sudah dicoba tapi masih sulit) Mungkin harus diperhatikan atau disiapkan Plan B mengatasi kalau nanti di hari H Apk tidak berfungsi dengan baik (eror) jangan waktu terbuang percuma hanya karna Apk eror 🙏",-1
241,"Ini apk gak tau kenapa setelah authentikasi sidik jari loading lama terus error. Belum lagi bug nya, aku masih didalam aplikasi nunggu login notifikasinya masuk nyuruh kembali ke aplikasi untuk menyelesaikan pendaftaran. Tolong diperbaiki😏",-1
871,Skala aplikasi buatan Negara tapi kalah dengan aplikasi ece2 yang sekali install sudah works. Tolong lah aplikasinya segera diperbaiki mengingat pemilu sdh tdk lama lagi,-1
182,"Aplikasi tidak layak untuk pemilu , saya rasa ini justru membebankan kepada kpps di awal saja banyak trobel tidak bisa login padahal sudah masuk halaman awal , login tidak bisa . Saya rasa perlu di kaji ulang kelayakan aplikasinya karena tidak semua kpps bisa login apalagi keterbatasan sinyal yang belum merata , mau dimaksimalkan apapun tetap tidak maksimal.",-1
672,"aplikasi masih belum siap untuk pengguna jadi sulit untuk bisa mengerti mekanisme pemakaian aplikasinya. setelah update saja masih ada masalah, padahal sebelum update sudah bisa login, setelah update malah tidak bisa login lagi. #kecewa",-1
