,content,score,Year,Month,Day,sentiment,content_token,stemmed,text_string
859,seharusnya lebih mematenkan kondisi server sebelum meluncurkan aplikasi yang seperti ini. saya yakin nanti dilapangannya bakal bermasalah dalam upload banyak foto di aplikasi ini,1,2024,1,31,-1,"['mematenkan', 'kondisi', 'server', 'meluncurkan', 'aplikasi', 'dilapangannya', 'bermasalah', 'upload', 'foto', 'aplikasi']","['paten', 'kondisi', 'server', 'luncur', 'aplikasi', 'lapang', 'masalah', 'upload', 'foto', 'aplikasi']",paten kondisi server luncur aplikasi lapang masalah upload foto aplikasi
666,jujur ga ngerti sama cara kerjanya...saya mau login kalo lewat link yg di kirim lewat chat kpu nya itu bisa login tapi giliran ke aplikasi nya ini malah ga bisa katanya password nya salah atau username nya salah padahal saya udah ngisi dengan teliti dan benar tapi ttp salah,2,2024,1,31,-1,"['jujur', 'ga', 'ngerti', 'kerjanya', 'login', 'kalo', 'link', 'yg', 'kirim', 'chat', 'kpu', 'nya', 'login', 'giliran', 'aplikasi', 'nya', 'ga', 'password', 'nya', 'salah', 'username', 'nya', 'salah', 'udah', 'ngisi', 'teliti', 'ttp', 'salah']","['jujur', 'ga', 'ngerti', 'kerja', 'login', 'kalo', 'link', 'yg', 'kirim', 'chat', 'kpu', 'nya', 'login', 'gilir', 'aplikasi', 'nya', 'ga', 'password', 'nya', 'salah', 'username', 'nya', 'salah', 'udah', 'ngisi', 'teliti', 'ttp', 'salah']",jujur ngerti kerja login kalo link kirim chat login gilir aplikasi password salah username salah udah ngisi teliti salah
991,"2x sudah jadi operator sirekap, dan tetap seperti ini masalahnya, terlalu memaksakan untuk digitalisasi padahal kenyataan belum siap, jika seperti ini apa kabar 14 februari ckckckck",1,2024,1,31,-1,"['2x', 'operator', 'memaksakan', 'digitalisasi', 'kenyataan', 'kabar', '14', 'februari', 'ckckckck']","['2x', 'operator', 'paksa', 'digitalisasi', 'nyata', 'kabar', '14', 'februari', 'ckckckck']",operator paksa digitalisasi nyata kabar februari ckckckck
286,"meminta persyaratan dengan hp spek minimum android 10 ke atas, kalo bisa andoroid 13. tapi, aplikasi sendiri banyak kendala kalo gak bisa mengikuti perkembangan digitalisasi ya gak usah nanggung kalo buat aplikasinya. rekrut para ahli buat aplikasi supaya ringan dan minim kendala. terkesan memaksa ngebuat aplikasinya dan hanya buat bahan percobaan (beta)",1,2024,1,31,-1,"['persyaratan', 'hp', 'spek', 'minimum', 'android', '10', 'kalo', 'andoroid', '13', 'aplikasi', 'kendala', 'kalo', 'gak', 'mengikuti', 'perkembangan', 'digitalisasi', 'ya', 'gak', 'nanggung', 'kalo', 'aplikasinya', 'rekrut', 'ahli', 'aplikasi', 'ringan', 'minim', 'kendala', 'terkesan', 'memaksa', 'ngebuat', 'aplikasinya', 'bahan', 'percobaan', 'beta']","['syarat', 'hp', 'spek', 'minimum', 'android', '10', 'kalo', 'andoroid', '13', 'aplikasi', 'kendala', 'kalo', 'gak', 'ikut', 'kembang', 'digitalisasi', 'ya', 'gak', 'nanggung', 'kalo', 'aplikasi', 'rekrut', 'ahli', 'aplikasi', 'ringan', 'minim', 'kendala', 'kes', 'paksa', 'ngebuat', 'aplikasi', 'bahan', 'coba', 'beta']",syarat spek minimum android kalo andoroid aplikasi kendala kalo ikut kembang digitalisasi nanggung kalo aplikasi rekrut ahli aplikasi ringan minim kendala paksa ngebuat aplikasi bahan coba beta
813,bintang 1 sih parah pokoknya udah bisa login pas logout gabisa dipake login lgi padahal email dan password udah bener tpi di keterangan nya email atau password invalid. gausa memaksakan kalo aplikasinya masih kaya gini mah heheheheh,1,2024,1,31,-1,"['bintang', '1', 'sih', 'parah', 'pokoknya', 'udah', 'login', 'pas', 'logout', 'gabisa', 'dipake', 'login', 'lgi', 'email', 'password', 'udah', 'bener', 'tpi', 'keterangan', 'nya', 'email', 'password', 'invalid', 'gausa', 'memaksakan', 'kalo', 'aplikasinya', 'kaya', 'gini', 'mah', 'heheheheh']","['bintang', '1', 'sih', 'parah', 'pokok', 'udah', 'login', 'pas', 'logout', 'gabisa', 'dipake', 'login', 'lgi', 'email', 'password', 'udah', 'bener', 'tpi', 'terang', 'nya', 'email', 'password', 'invalid', 'gausa', 'paksa', 'kalo', 'aplikasi', 'kaya', 'gin', 'mah', 'heheheheh']",bintang parah pokok udah login logout gabisa dipake login email password udah bener terang email password invalid gausa paksa kalo aplikasi kaya heheheheh
747,min mau nanya saya mau melakukan inisialisasi aplikasi knpa error' terus ya min keterangannya gini gagal mendapatkan sertifikat digita: failed to store private key.. saya menggunakan hp google pixel 4 apa hpnya yg ngga support apa ada pengaturan di hp yg harus di setting kembali ya min.. mohon bantuannya min.,3,2024,1,31,0,"['min', 'nanya', 'inisialisasi', 'aplikasi', 'knpa', 'error', 'ya', 'min', 'keterangannya', 'gini', 'gagal', 'sertifikat', 'digita', 'failed', 'to', 'store', 'private', 'key', 'hp', 'google', 'pixel', '4', 'hpnya', 'yg', 'ngga', 'support', 'pengaturan', 'hp', 'yg', 'setting', 'ya', 'min', 'mohon', 'bantuannya', 'min']","['min', 'nanya', 'inisial', 'aplikasi', 'knpa', 'error', 'ya', 'min', 'terang', 'gin', 'gagal', 'sertifikat', 'gita', 'failed', 'to', 'store', 'private', 'key', 'hp', 'google', 'pixel', '4', 'hpnya', 'yg', 'ngga', 'support', 'atur', 'hp', 'yg', 'setting', 'ya', 'min', 'mohon', 'bantu', 'min']",nanya inisial aplikasi knpa error terang gagal sertifikat gita failed store private google pixel hpnya ngga support atur setting mohon bantu
505,"sangat tidak layak digunakan saat pemilu nanti, sekedar mendeteksi koneksi internet diperangkat yang digunakan saja masih sering erorr, kalau tidak siap untuk digitalisasi tidak usah dipergunakan aplikasi ini, bukannya membantu malah merepotkan kami yg bertugas langsung di tps.",1,2024,1,31,-1,"['layak', 'pemilu', 'sekedar', 'mendeteksi', 'koneksi', 'internet', 'diperangkat', 'erorr', 'digitalisasi', 'aplikasi', 'membantu', 'merepotkan', 'yg', 'bertugas', 'langsung', 'tps']","['layak', 'milu', 'dar', 'deteksi', 'koneksi', 'internet', 'perangkat', 'erorr', 'digitalisasi', 'aplikasi', 'bantu', 'repot', 'yg', 'tugas', 'langsung', 'tps']",layak milu deteksi koneksi internet perangkat erorr digitalisasi aplikasi bantu repot tugas langsung
739,"untuk perhelatan yang di adakan 5 tahun sekali, seharusnya untuk digitalisasi sudah matang, dan bimtek serta hal"" yg berkaitan dengan teknologi terkini di lakukan jauh hari, waktu kurang dr sebulan masih melakukan ujicoba sepertinya terlalu beresiko dan terkesan dipaksakan, jika memang menuju lebih baik saran aja untuk hal digitalisasi minim 6 bulan sudah fix, dan uji coba di bulan ke 4 sebelum hari h",2,2024,1,31,-1,"['perhelatan', 'adakan', '5', 'digitalisasi', 'matang', 'bimtek', 'yg', 'berkaitan', 'teknologi', 'terkini', 'lakukan', 'dr', 'sebulan', 'ujicoba', 'beresiko', 'terkesan', 'dipaksakan', 'saran', 'aja', 'digitalisasi', 'minim', '6', 'fix', 'uji', 'coba', '4', 'h']","['helat', 'adakan', '5', 'digitalisasi', 'matang', 'bimtek', 'yg', 'kait', 'teknologi', 'kini', 'laku', 'dr', 'bulan', 'ujicoba', 'resiko', 'kes', 'paksa', 'saran', 'aja', 'digitalisasi', 'minim', '6', 'fix', 'uji', 'coba', '4', 'h']",helat adakan digitalisasi matang bimtek kait teknologi kini laku bulan ujicoba resiko paksa saran digitalisasi minim coba
645,"sebelum update versi terbaru bisa login tapi setelah update jadi gk bisa masuk dgn username dan password yg sama ,sangat² aneh belum hari h aja pada error gimana kalo pas hari pemilu nanti ,se indonesia berbarengan dengan hari yang sma, tolong lah ditingkat kan lagi aplikasi nya",1,2024,1,31,-1,"['update', 'versi', 'terbaru', 'login', 'update', 'gk', 'masuk', 'dgn', 'username', 'password', 'yg', 'sangat²', 'aneh', 'h', 'aja', 'error', 'gimana', 'kalo', 'pas', 'pemilu', 'indonesia', 'berbarengan', 'sma', 'tolong', 'ditingkat', 'aplikasi', 'nya']","['update', 'versi', 'baru', 'login', 'update', 'gk', 'masuk', 'dgn', 'username', 'password', 'yg', 'sangat', 'aneh', 'h', 'aja', 'error', 'gimana', 'kalo', 'pas', 'milu', 'indonesia', 'bareng', 'sma', 'tolong', 'tingkat', 'aplikasi', 'nya']",update versi baru login update masuk username password sangat aneh error gimana kalo milu indonesia bareng tolong tingkat aplikasi
573,"apalagi ga jelas, internet saya ga ke detect disini. ini acara besar loh server dan database mesti siap, karena nanti 1 indonesia serentak membuka aplikasi ini. klo bgni yg ada malah mempersulit tugas operator dan klo memang ga siap lbh baik kembali manual saja lah",1,2024,1,31,-1,"['ga', 'internet', 'ga', 'detect', 'acara', 'loh', 'server', 'database', 'mesti', '1', 'indonesia', 'serentak', 'membuka', 'aplikasi', 'klo', 'bgni', 'yg', 'mempersulit', 'tugas', 'operator', 'klo', 'ga', 'lbh', 'manual']","['ga', 'internet', 'ga', 'detect', 'acara', 'loh', 'server', 'database', 'mesti', '1', 'indonesia', 'serentak', 'buka', 'aplikasi', 'klo', 'bgni', 'yg', 'sulit', 'tugas', 'operator', 'klo', 'ga', 'lbh', 'manual']",internet detect acara server database mesti indonesia serentak buka aplikasi bgni sulit tugas operator manual
924,"untuk developer pembuat jikallau memang aplikasi ini tidak benar"" bisa membantu besok d lapangan untuk apa dibuat..sedangkan waktu awal sdah terjadi kesalahn entah itu eror ,tidak bisa login ,masalah server terus bagaimana besok jikalau hari h masih seperti ini..apa tidak mempersulit petugas yang menjalankan proses peehitungan",1,2024,1,31,-1,"['developer', 'pembuat', 'jikallau', 'aplikasi', 'membantu', 'besok', 'd', 'lapangan', 'sdah', 'kesalahn', 'eror', 'login', 'server', 'besok', 'h', 'mempersulit', 'petugas', 'menjalankan', 'proses', 'peehitungan']","['developer', 'buat', 'jikallau', 'aplikasi', 'bantu', 'besok', 'd', 'lapang', 'sdah', 'kesalahn', 'eror', 'login', 'server', 'besok', 'h', 'sulit', 'tugas', 'jalan', 'proses', 'peehitungan']",developer buat jikallau aplikasi bantu besok lapang sdah kesalahn eror login server besok sulit tugas jalan proses peehitungan
814,"kacau kacau apk kacau, udah ganti pw, udah sidik jari eh pas mau nyoba masuk gabisa malah ""terjadi kesalahan saat melakukan inisialisasi aplikasi"" haduh gimana ini mana penting banget nanti pas perhitungan harus pake apk ini tapi masih banyak kurangnya",1,2024,1,31,-1,"['kacau', 'kacau', 'apk', 'kacau', 'udah', 'ganti', 'pw', 'udah', 'sidik', 'jari', 'eh', 'pas', 'nyoba', 'masuk', 'gabisa', 'kesalahan', 'inisialisasi', 'aplikasi', 'haduh', 'gimana', 'banget', 'pas', 'perhitungan', 'pake', 'apk', 'kurangnya']","['kacau', 'kacau', 'apk', 'kacau', 'udah', 'ganti', 'pw', 'udah', 'sidik', 'jari', 'eh', 'pas', 'nyoba', 'masuk', 'gabisa', 'salah', 'inisial', 'aplikasi', 'haduh', 'gimana', 'banget', 'pas', 'hitung', 'pake', 'apk', 'kurang']",kacau kacau kacau udah ganti udah sidik jari nyoba masuk gabisa salah inisial aplikasi haduh gimana banget hitung pake kurang
365,apk nya sudah di instal n unistal beberapa kali masih juga tidak bisa masuk. setelah menambah user name dan password lalu masuk ke sidik jari. tulisan nya malah muncul terjadi kesalahan saat melakukan inisialisasi aplikasi.,2,2024,1,31,-1,"['apk', 'nya', 'instal', 'n', 'unistal', 'kali', 'masuk', 'menambah', 'user', 'name', 'password', 'masuk', 'sidik', 'jari', 'tulisan', 'nya', 'muncul', 'kesalahan', 'inisialisasi', 'aplikasi']","['apk', 'nya', 'instal', 'n', 'unistal', 'kali', 'masuk', 'tambah', 'user', 'name', 'password', 'masuk', 'sidik', 'jari', 'tulis', 'nya', 'muncul', 'salah', 'inisial', 'aplikasi']",instal unistal kali masuk tambah user name password masuk sidik jari tulis muncul salah inisial aplikasi
493,"sudah update versi terbaru pun g guna gagal login sandi yg dimasukkan salah terus, padahal login di versi web bisa masuk akun sirekap, tapi giliran masuk aplikasi dg sandi yg sama gagal terus. kenapa g langsung di web aja, pakai aplikasi percuma. tanya sana sini sama2 g ada yg tahu, g jelas sama sekali. tolong diperbaiki lagi menjelang hari h menyusahkan.",1,2024,1,31,-1,"['update', 'versi', 'terbaru', 'g', 'gagal', 'login', 'sandi', 'yg', 'dimasukkan', 'salah', 'login', 'versi', 'web', 'masuk', 'akun', 'giliran', 'masuk', 'aplikasi', 'dg', 'sandi', 'yg', 'gagal', 'g', 'langsung', 'web', 'aja', 'pakai', 'aplikasi', 'sama2', 'g', 'yg', 'g', 'tolong', 'diperbaiki', 'menjelang', 'h', 'menyusahkan']","['update', 'versi', 'baru', 'g', 'gagal', 'login', 'sandi', 'yg', 'masuk', 'salah', 'login', 'versi', 'web', 'masuk', 'akun', 'gilir', 'masuk', 'aplikasi', 'dg', 'sandi', 'yg', 'gagal', 'g', 'langsung', 'web', 'aja', 'pakai', 'aplikasi', 'sama2', 'g', 'yg', 'g', 'tolong', 'baik', 'jelang', 'h', 'susah']",update versi baru gagal login sandi masuk salah login versi masuk akun gilir masuk aplikasi sandi gagal langsung pakai aplikasi sama2 tolong baik jelang susah
753,"sampai hari ini masih update terus,yang tadinya sudah bisa masuk. sekarang malah gak bisa,user dan sandi ditolak terus. ini siap nya kapan ya apk?takutnya nanti menghambat saat dipakai di hari h. kemarin saja sudah sangat susah buat sekedar aktivasi. di update terbaru malah stuck di user dan sandi.",1,2024,1,31,-1,"['update', 'masuk', 'gak', 'user', 'sandi', 'ditolak', 'nya', 'ya', 'apk', 'takutnya', 'menghambat', 'dipakai', 'h', 'kemarin', 'susah', 'sekedar', 'aktivasi', 'update', 'terbaru', 'stuck', 'user', 'sandi']","['update', 'masuk', 'gak', 'user', 'sandi', 'tolak', 'nya', 'ya', 'apk', 'takut', 'hambat', 'pakai', 'h', 'kemarin', 'susah', 'dar', 'aktivasi', 'update', 'baru', 'stuck', 'user', 'sandi']",update masuk user sandi tolak takut hambat pakai kemarin susah aktivasi update baru stuck user sandi
745,"ini apk kemaren sebelum di update bisa masuk pake email sama password nya bener, sekarang setelah di update ga bisa sama sekali masuk email atau password yg sama malahan salah. ini apk gajlas bangett",5,2024,1,31,1,"['apk', 'kemaren', 'update', 'masuk', 'pake', 'email', 'password', 'nya', 'bener', 'update', 'ga', 'masuk', 'email', 'password', 'yg', 'salah', 'apk', 'gajlas', 'bangett']","['apk', 'kemaren', 'update', 'masuk', 'pake', 'email', 'password', 'nya', 'bener', 'update', 'ga', 'masuk', 'email', 'password', 'yg', 'salah', 'apk', 'gajlas', 'bangett']",kemaren update masuk pake email password bener update masuk email password salah gajlas bangett
986,"ini aplikasi tiba"" keluar sendiri dari usernamenya dan ketika login kembali tidak bisa padahal sudah dimasukkan sesuai dengan username dan kata sandi yg di daftarkan, mhon untuk lebih menyempurnakan lagi aplikasi ini",2,2024,1,31,-1,"['aplikasi', 'usernamenya', 'login', 'dimasukkan', 'sesuai', 'username', 'sandi', 'yg', 'daftarkan', 'mhon', 'menyempurnakan', 'aplikasi']","['aplikasi', 'usernamenya', 'login', 'masuk', 'sesuai', 'username', 'sandi', 'yg', 'daftar', 'mhon', 'sempurna', 'aplikasi']",aplikasi usernamenya login masuk sesuai username sandi daftar mhon sempurna aplikasi
865,"era digitalisasi? kayanya belum siap,ini aplikasi semenjak dibuat saja sangat susah sekali untuk digunakan apalagi nanti saat pemilu yg pengguna akan lebih banyak lagi 😒",1,2024,1,31,-1,"['era', 'digitalisasi', 'kayanya', 'aplikasi', 'semenjak', 'susah', 'pemilu', 'yg', 'pengguna']","['era', 'digitalisasi', 'kaya', 'aplikasi', 'semenjak', 'susah', 'milu', 'yg', 'guna']",digitalisasi kaya aplikasi semenjak susah milu guna
830,"inilah sistem di negara kita, dr dulu gak pernh berubah, aplikasi error, jaringan bermasalah dll.. ingin rasanya mencaci maki tp percuma pasti mereka tetap gak akan peduli",1,2024,1,31,-1,"['sistem', 'negara', 'dr', 'gak', 'pernh', 'berubah', 'aplikasi', 'error', 'jaringan', 'bermasalah', 'dll', 'mencaci', 'maki', 'tp', 'gak', 'peduli']","['sistem', 'negara', 'dr', 'gak', 'pernh', 'ubah', 'aplikasi', 'error', 'jaring', 'masalah', 'dll', 'caci', 'maki', 'tp', 'gak', 'peduli']",sistem negara pernh ubah aplikasi error jaring masalah caci maki peduli
304,"saya kira setelah diupdate aplikasi sirekap akan berjalan lebih baik dan lebih cepat. ternyata malah tidak bisa login. saya pakai dua hp, sm m11 dan sm a03s yamg ram 4. sama semua hasilnya. invalid username or password. padahal sebelum diupdate saya mudah login nya di aplikasi sirekap versi sebelumnya.",2,2024,1,31,-1,"['diupdate', 'aplikasi', 'berjalan', 'cepat', 'login', 'pakai', 'hp', 'sm', 'm11', 'sm', 'a03s', 'yamg', 'ram', '4', 'hasilnya', 'invalid', 'username', 'or', 'password', 'diupdate', 'mudah', 'login', 'nya', 'aplikasi', 'versi']","['diupdate', 'aplikasi', 'jalan', 'cepat', 'login', 'pakai', 'hp', 'sm', 'm11', 'sm', 'a03s', 'yamg', 'ram', '4', 'hasil', 'invalid', 'username', 'or', 'password', 'diupdate', 'mudah', 'login', 'nya', 'aplikasi', 'versi']",diupdate aplikasi jalan cepat login pakai a03s yamg hasil invalid username password diupdate mudah login aplikasi versi
174,"untuk loginnya susah dan lama , setiap kali update kita di minta untuk login kembali saat login pasword kita masukkan terkadang tidak bisa. kecuali di hapus dulu data sirekapnya dan instal kembali aplikasinya , menurut saya sangat ribet mohon di permudah lagi 🙏🏻",4,2024,1,31,1,"['loginnya', 'susah', 'kali', 'update', 'login', 'login', 'pasword', 'masukkan', 'terkadang', 'kecuali', 'hapus', 'data', 'sirekapnya', 'instal', 'aplikasinya', 'ribet', 'mohon', 'permudah']","['loginnya', 'susah', 'kali', 'update', 'login', 'login', 'pasword', 'masuk', 'terkadang', 'kecuali', 'hapus', 'data', 'sirekapnya', 'instal', 'aplikasi', 'ribet', 'mohon', 'mudah']",loginnya susah kali update login login pasword masuk terkadang kecuali hapus data sirekapnya instal aplikasi ribet mohon mudah
762,"ini ntah aplikasinya yang buruk atau hpnya yg buruk ya. sudah berulang kali di instal tetap aja msh gak bisa login selalu yang muncul ""terjadi kesalahan dalam penyiapan perangkat""",1,2024,1,31,-1,"['ntah', 'aplikasinya', 'buruk', 'hpnya', 'yg', 'buruk', 'ya', 'berulang', 'kali', 'instal', 'aja', 'msh', 'gak', 'login', 'muncul', 'kesalahan', 'penyiapan', 'perangkat']","['ntah', 'aplikasi', 'buruk', 'hpnya', 'yg', 'buruk', 'ya', 'ulang', 'kali', 'instal', 'aja', 'msh', 'gak', 'login', 'muncul', 'salah', 'siap', 'perangkat']",ntah aplikasi buruk hpnya buruk ulang kali instal login muncul salah siap perangkat
569,"tolong ini aplikasi sebenarnya sudah siap apa belum. loginnya susah. pas udah login harus update setelah update malah logout, dan loginnya susah salah terus. ada solusi tidak sih ya ampun.",1,2024,1,31,-1,"['tolong', 'aplikasi', 'loginnya', 'susah', 'pas', 'udah', 'login', 'update', 'update', 'logout', 'loginnya', 'susah', 'salah', 'solusi', 'sih', 'ya', 'ampun']","['tolong', 'aplikasi', 'loginnya', 'susah', 'pas', 'udah', 'login', 'update', 'update', 'logout', 'loginnya', 'susah', 'salah', 'solusi', 'sih', 'ya', 'ampun']",tolong aplikasi loginnya susah udah login update update logout loginnya susah salah solusi ampun
592,tolong aplikasinya diperbaiki. untuk login saja gagal terus dan lamaaaaaaaa. digitalisasi untuk mempermudah dan mempercepat jangan malah menghambat,2,2024,1,31,-1,"['tolong', 'aplikasinya', 'diperbaiki', 'login', 'gagal', 'lamaaaaaaaa', 'digitalisasi', 'mempermudah', 'mempercepat', 'menghambat']","['tolong', 'aplikasi', 'baik', 'login', 'gagal', 'lamaaaaaaaa', 'digitalisasi', 'mudah', 'cepat', 'hambat']",tolong aplikasi baik login gagal lamaaaaaaaa digitalisasi mudah cepat hambat
700,"aplikasi belum siap sudah di suru download, makanya eror terus, yang di salahin penggunanya, jaringan jeleklah gak perhatikan petunjuklah, padahal apk nya yang belum siap tapi sudah di paksa di rilis... apk di buat untuk mempermudah, ini malah mempersulit",1,2024,2,1,-1,"['aplikasi', 'suru', 'download', 'eror', 'salahin', 'penggunanya', 'jaringan', 'jeleklah', 'gak', 'perhatikan', 'petunjuklah', 'apk', 'nya', 'paksa', 'rilis', 'apk', 'mempermudah', 'mempersulit']","['aplikasi', 'suru', 'download', 'eror', 'salahin', 'guna', 'jaring', 'jelek', 'gak', 'perhati', 'tunjuk', 'apk', 'nya', 'paksa', 'rilis', 'apk', 'mudah', 'sulit']",aplikasi suru download eror salahin guna jaring jelek perhati tunjuk paksa rilis mudah sulit
920,"aplikasi ampas gak bisa di buka, eror di penyiapan, tidak bisa terhubung ke internet, ada tulisan ""terjadi kesalahan pada penyiapan perangkat"" aplikasi apaan ini. mana solusi nya masalah eror ini.",1,2024,2,1,-1,"['aplikasi', 'ampas', 'gak', 'buka', 'eror', 'penyiapan', 'terhubung', 'internet', 'tulisan', 'kesalahan', 'penyiapan', 'perangkat', 'aplikasi', 'solusi', 'nya', 'eror']","['aplikasi', 'ampas', 'gak', 'buka', 'eror', 'siap', 'hubung', 'internet', 'tulis', 'salah', 'siap', 'perangkat', 'aplikasi', 'solusi', 'nya', 'eror']",aplikasi ampas buka eror siap hubung internet tulis salah siap perangkat aplikasi solusi eror
311,"sangat susah penggunaannya karena banyak kendala, seharisnya di perbaiki secepatnya sebelum mepet pemilu kalau bisa di hilangkan saja pengguanaan kunci layar, agar mempermudah, karena keseringan eror terkecuali aplikasinya mudah digunalan dan siap pakai",1,2024,2,1,-1,"['susah', 'penggunaannya', 'kendala', 'seharisnya', 'perbaiki', 'secepatnya', 'mepet', 'pemilu', 'hilangkan', 'pengguanaan', 'kunci', 'layar', 'mempermudah', 'keseringan', 'eror', 'terkecuali', 'aplikasinya', 'mudah', 'digunalan', 'pakai']","['susah', 'guna', 'kendala', 'haris', 'baik', 'cepat', 'mepet', 'milu', 'hilang', 'pengguanaan', 'kunci', 'layar', 'mudah', 'sering', 'eror', 'kecuali', 'aplikasi', 'mudah', 'digunalan', 'pakai']",susah guna kendala haris baik cepat mepet milu hilang pengguanaan kunci layar mudah sering eror kecuali aplikasi mudah digunalan pakai
801,"digitalisasi itu fungsinya mempercepat dan memudahkan fungsi user, bukan malah menambah beban si user ..",1,2024,2,1,-1,"['digitalisasi', 'fungsinya', 'mempercepat', 'memudahkan', 'fungsi', 'user', 'menambah', 'beban', 'si', 'user']","['digitalisasi', 'fungsi', 'cepat', 'mudah', 'fungsi', 'user', 'tambah', 'beban', 'si', 'user']",digitalisasi fungsi cepat mudah fungsi user tambah beban user
883,apa tidak ada server yang lebih kuat sehingga aplikasi tidak lelet dan sering eror.. jangan dipaksakan digitalisasi klok belom siap,1,2024,2,1,-1,"['server', 'kuat', 'aplikasi', 'lelet', 'eror', 'dipaksakan', 'digitalisasi', 'klok', 'belom']","['server', 'kuat', 'aplikasi', 'lelet', 'eror', 'paksa', 'digitalisasi', 'klok', 'bom']",server kuat aplikasi lelet eror paksa digitalisasi klok
230,"kecewa saya sudah masuk ke aplikasi nya, tiba tiba akun keluar setelah update aplikasi saya di suruh login ulang tapi invalid padahal username dan pasword nya sudah benar, please si rekap bagaimana ini, mana pemilu semakin dekat, dan akun saya cuman satu",2,2024,2,1,-1,"['kecewa', 'masuk', 'aplikasi', 'nya', 'akun', 'update', 'aplikasi', 'suruh', 'login', 'ulang', 'invalid', 'username', 'pasword', 'nya', 'please', 'si', 'rekap', 'pemilu', 'akun', 'cuman']","['kecewa', 'masuk', 'aplikasi', 'nya', 'akun', 'update', 'aplikasi', 'suruh', 'login', 'ulang', 'invalid', 'username', 'pasword', 'nya', 'please', 'si', 'rekap', 'milu', 'akun', 'cuman']",kecewa masuk aplikasi akun update aplikasi suruh login ulang invalid username pasword please rekap milu akun cuman
552,aplikasi apaan ini.. biar login aja ngga bisa. banyak bangat kendalanya. gimna nanti hari h nya. katanya mempermudah. justru ini mempersulit kpps. jangan sok digitalisasi kalau benda semacam begini saja masih jelek 👹👺👹👺,1,2024,2,1,-1,"['aplikasi', 'biar', 'login', 'aja', 'ngga', 'bangat', 'kendalanya', 'gimna', 'h', 'nya', 'mempermudah', 'mempersulit', 'kpps', 'sok', 'digitalisasi', 'benda', 'jelek']","['aplikasi', 'biar', 'login', 'aja', 'ngga', 'bangat', 'kendala', 'gimna', 'h', 'nya', 'mudah', 'sulit', 'kpps', 'sok', 'digitalisasi', 'benda', 'jelek']",aplikasi biar login ngga bangat kendala gimna mudah sulit kpps digitalisasi benda jelek
542,"aplikasi dan pengembang terima kasih sudah di dengar dan di update, jadi bisa lihat passwordnya, namun untuk di halaman login jika sedang maintence server jdi sedikit ribet karena harus terus mengisi sandi nya. mohon di permudah lagi. terima kasih untuk pengembang nya 👍",4,2024,2,1,1,"['aplikasi', 'pengembang', 'terima', 'kasih', 'dengar', 'update', 'lihat', 'passwordnya', 'halaman', 'login', 'maintence', 'server', 'jdi', 'ribet', 'mengisi', 'sandi', 'nya', 'mohon', 'permudah', 'terima', 'kasih', 'pengembang', 'nya']","['aplikasi', 'kembang', 'terima', 'kasih', 'dengar', 'update', 'lihat', 'passwordnya', 'halaman', 'login', 'maintence', 'server', 'jdi', 'ribet', 'isi', 'sandi', 'nya', 'mohon', 'mudah', 'terima', 'kasih', 'kembang', 'nya']",aplikasi kembang terima kasih dengar update lihat passwordnya halaman login maintence server ribet sandi mohon mudah terima kasih kembang
782,"loading nya lama banget, padahal uda make wifi trus nyoba pake paket malah sama aja, sekiranya emg sering eror mending di perbaiki takutnya pas di lapangan malah eror""",1,2024,2,1,-1,"['loading', 'nya', 'banget', 'uda', 'make', 'wifi', 'trus', 'nyoba', 'pake', 'paket', 'aja', 'emg', 'eror', 'mending', 'perbaiki', 'takutnya', 'pas', 'lapangan', 'eror']","['loading', 'nya', 'banget', 'uda', 'make', 'wifi', 'trus', 'nyoba', 'pake', 'paket', 'aja', 'emg', 'eror', 'mending', 'baik', 'takut', 'pas', 'lapang', 'eror']",loading banget make wifi trus nyoba pake paket eror mending baik takut lapang eror
837,peluncuran apk tanmpa simulasi tidak efektif dan pastinya akan banyak kendala. sistem nya kurang optimal sehingga login ke profil itu loading,1,2024,2,1,-1,"['peluncuran', 'apk', 'tanmpa', 'simulasi', 'efektif', 'pastinya', 'kendala', 'sistem', 'nya', 'optimal', 'login', 'profil', 'loading']","['luncur', 'apk', 'tanmpa', 'simulasi', 'efektif', 'pasti', 'kendala', 'sistem', 'nya', 'optimal', 'login', 'profil', 'loading']",luncur tanmpa simulasi efektif pasti kendala sistem optimal login profil loading
193,"tidak sesuai dengan yang di butuhkan kpps, mending seperti yang dulu, manual tp acaranya sukses. ini datanya sudah aktif di geogle chroom tapi setelah masuk ke apk ini malah sandinya salah, padahal udah sama sandinya seperti sebelumnya. hummmm😌😤😤",1,2024,2,1,-1,"['sesuai', 'butuhkan', 'kpps', 'mending', 'manual', 'tp', 'acaranya', 'sukses', 'datanya', 'aktif', 'geogle', 'chroom', 'masuk', 'apk', 'sandinya', 'salah', 'udah', 'sandinya', 'hummmm']","['sesuai', 'butuh', 'kpps', 'mending', 'manual', 'tp', 'acara', 'sukses', 'data', 'aktif', 'geogle', 'chroom', 'masuk', 'apk', 'sandi', 'salah', 'udah', 'sandi', 'hummmm']",sesuai butuh kpps mending manual acara sukses data aktif geogle chroom masuk sandi salah udah sandi hummmm
